ProductID,Brand,ProductName,ProductName_Normalised,AUSTL,DosageForm,PackSize,AdultDose,ChildDose,Directions,Indications_Summary,Cautions_Summary,Contraindications_Summary,Interactions_Summary,PregnancyBreastfeeding_Summary,EvidenceNotes,ClinicalUseTags,AvoidIfTags,MedicineInteractionFlags,CounsellingPointSummary,SourceFile_Primary,SourcePage,SourceSection,ExtractionConfidence,ReviewStatus,Notes
HOG-0011,Herbs of Gold,Bio Curcumin 5400,bio curcumin 5400,,tablet,30 / 60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet, twice daily, with food, or as directed by your health professional.","Relieves symptoms of mild arthritis
Anti-inflammatory
Acute or chronic use

Relieves symptoms of mild arthritis
Anti-inflammatory
Acute or chronic use","The safety of Meriva® curcumin during pregnancy and breastfeeding has not been established.

The safety of Meriva® curcumin during pregnancy and breastfeeding has not been established.",,"None noted at the recommended dose.

None noted at the recommended dose.","The safety of Meriva® curcumin during pregnancy and breastfeeding has not been established.

The safety of Meriva® curcumin during pregnancy and breastfeeding has not been established.",~4 reference markers in DOCX text,"antioxidant_support, joint health (review)","anticoagulant_review_required, antiplatelet, pregnancy_review_required, breastfeeding_review_required","anticoagulant, antiplatelet","Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,21,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0012,Herbs of Gold,Biotin 3mg,biotin 3mg,,tablet,60 tablets,"Adults and children over 12 years - Take 1 tablet daily, with food, or as directed by your health professional.",,"Adults and children over 12 years - Take 1 tablet daily, with food, or as directed by your health professional.","Biotin, also known as vitamin B7, forms part of the B vitamin family. Biotin is involved in cell growth, fatty acid production and in the metabolism of carbohydrates, fats and proteins.
Biotin is a water-soluble vitamin and is an essential cofactor for 5 carboxylase enzymes including:
Acetyl-coenzyme A (CoA) carboxylase 1 and acetyl-CoA carboxylase 2: binds bicarbonate to acetyl-CoA to form malonyl-CoA, required for the production of fatty acids.
Pyruvate carboxylase: critical for gluconeogenesi","Biotin shares the sodium-dependent multivitamin transporter (SMVT) with vitamin B5. Theoretically, this may reduce vitamin B5 absorption due to competitive inhibition of the transporter.",,None noted at the recommended dose.,,~1 reference markers in DOCX text,hair_nail_support,,,"Adult dose: Adults and children over 12 years - Take 1 tablet daily, with food, or as directed by your health professional. | Key ingredients: Biotin (vitamin B7) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,23,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0013,Herbs of Gold,Breastfeeding Support,breastfeeding support,,tablet,60 tablets,"Adults only - Take 1 tablet, once or twice daily, with food, or as directed by your health professional.",,"Adults only - Take 1 tablet, once or twice daily, with food, or as directed by your health professional.","Breastfeeding Support contains two herbs, Fenugreek and Blessed thistle, to support milk supply in breastfeeding women.
Fenugreek and Blessed thistle are herbal galactagogues. A galactagogue is a substance that promotes the secretion and flow of milk.
A 2015 qualitative study found that Fenugreek and Blessed thistle were the two most commonly used herbal galactagogues1.
Breastfeeding
During pregnancy, breasts change and develop to be ready to supply milk. The amount of breastmilk usually increas","Contraindicated in pregnancy - Fenugreek can cause uterine contractions, increasing the risk of early labour or miscarriage.",,"Caution with warfarin and other anticoagulant or antiplatelet drugs - Fenugreek may affect blood coagulation (based on an isolated case report). Monitor.
Caution with hypoglycaemic drugs - Fenugreek may have additive effects. Monitor blood glucose.
Caution with iron - Fenugreek can inhibit iron absorption. Separate dose by 2 hours.","Contraindicated in pregnancy - Fenugreek can cause uterine contractions, increasing the risk of early labour or miscarriage.",~3 reference markers in DOCX text,"blood_sugar_support (review), breastfeeding_review_required","antidiabetic, pregnancy_review_required",antidiabetic,"Adult dose: Adults only - Take 1 tablet, once or twice daily, with food, or as directed by your health professional. | Key ingredients: Trigonella foenum-graecum (Fen, Cnicus benedictus (Blessed thi | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,24,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0014,Herbs of Gold,Bromelain Forte,bromelain forte,,capsule,60 capsules,"Adults and children over 12 years – For digestion: Take 1 capsule, twice daily, before meals.
For soft tissue trauma: Take 1 capsule daily, between meals. Or take as directed by your health professional.
Children under 12 years – Take only as directed by your health professional.",,"Adults and children over 12 years – For digestion: Take 1 capsule, twice daily, before meals.
For soft tissue trauma: Take 1 capsule daily, between meals. Or take as directed by your health professional.
Children under 12 years – Take only as directed by your health professional.","Reduces pain, swelling & inflammation associated with tissue trauma/injury

Reduces pain, swelling & inflammation associated with tissue trauma/injury","Contraindicated with hypersensitivity to bromelain.
Caution with gastrointestinal lesion/ulcer.

Contraindicated with hypersensitivity to bromelain.
Caution with gastrointestinal lesion/ulcer.","Contraindicated with hypersensitivity to bromelain.
Caution with gastrointestinal lesion/ulcer.

Contraindicated with hypersensitivity to bromelain.
Caution with gastrointestinal lesion/ulcer.","Caution with anticoagulant medication - bromelain may increase tendency for bleeding. However, it is recommended pre and post-surgery.

Caution with anticoagulant medication - bromelain may increase tendency for bleeding. However, it is recommended pre and post-surgery.",,~4 reference markers in DOCX text,,,,"Adult dose: Adults and children over 12 years – For digestion: Take 1 capsule, twice daily, before meals.
For soft tissue trauma: Ta | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,25,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0015,Herbs of Gold,Bulgarian Tribulus Complex,bulgarian tribulus complex,,tablet,30 / 60 tablets,"Take 1 tablet, once or twice daily, with food, or as directed by your health professional.",,"Adults – Take 1 tablet, once or twice daily, with food, or as directed by your health professional.","High strength
Traditional male tonic

High strength
Traditional male tonic","Contraindicated in individuals with androgen-sensitive tumours.
Contraindicated during pregnancy and lactation.

Contraindicated in individuals with androgen-sensitive tumours.
Contraindicated during pregnancy and lactation.",,"None noted at the recommended dose.

None noted at the recommended dose.","Contraindicated in individuals with androgen-sensitive tumours.
Contraindicated during pregnancy and lactation.

Contraindicated in individuals with androgen-sensitive tumours.
Contraindicated during pregnancy and lactation.",~2 reference markers in DOCX text,,"pregnancy_review_required, breastfeeding_review_required",,"Adult dose: Take 1 tablet, once or twice daily, with food, or as directed by your health professional. | Key ingredients: Tribulus terrestris (Bulgarian, Tribulus terrestris (Indian Tr | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,27,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0016,Herbs of Gold,Calcium K2 with D3,calcium k2 with d3,,tablet,90 / 180 tablets,"Adults and children over 12 years – Take 1 tablet, two to three times daily, with food, or as directed by your health professional.
Adults and children over 12 years – Take 1 tablet, two to three times daily, with food, or as directed by your health professional.",,"Adults and children over 12 years – Take 1 tablet, two to three times daily, with food, or as directed by your health professional.
Adults and children over 12 years – Take 1 tablet, two to three times daily, with food, or as directed by your health professional.","Highly bioavailable calcium
Vitamin K2 binds calcium to bone

Highly bioavailable calcium
Vitamin K2 binds calcium to bone

Highly bioavailable calcium
Vitamin K2 binds calcium to bone

Highly bioavailable calcium
Vitamin K2 binds calcium to bone","Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease calcium supplementation should only be taken under medical supervision.
Vitamin D is contraindicated in people with vitamin D hypersensitivity, systemic lupus erythematosus (SLE) and hypercalcaemia.

Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease calcium supplement","Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease calcium supplementation should only be taken under medical supervision.
Vitamin D is contraindicated in people with vitamin D hypersensitivity, systemic lupus erythematosus (SLE) and hypercalcaemia.

Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease calcium supplement","Contraindicated with integrase inhibitors (e.g. dolutegravir, elvitegravir, raltegravir – HIV therapy) – calcium decreases drug serum levels.
Caution with tetracycline and quinolone antibiotics – calcium may reduce drug bioavailability. Take antibiotics either 2 hours before or 4-6 hours after calcium.
Caution with aluminium salts (e.g. antacids) – calcium citrate may increase the absorption of aluminum. Separate dose.
Caution with bisphosphonates – calcium reduces drug absorption and may reduce",,~8 reference markers in DOCX text,"calcium_support, bone_health, vitamin_d_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, renal_impairment_caution, hypercalcaemia_caution, sarcoidosis_caution, hyperparathyroidism_caution, renal_impairment_caution","bisphosphonate, levothyroxine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Adults and children over 12 years – Take 1 tablet, two to three times daily, with food, or as directed by your health pr | Key ingredients: Calcified Lithothamnion tophif, Calcium citrate tetrahydrate, Menaquinone 7 (vitamin K2 as K | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,29,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0017,Herbs of Gold,Candida Relief,candida relief,,tablet,60 tablets,"Adults and children over 12 years – Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults and children over 12 years – Take 1 tablet, twice daily, with food, or as directed by your health professional.","Pau d’arco, also known as Red Lapacho or Taheebo, is a canopy tree native to the Amazon rainforest and can be found in tropical regions of South and Central America. Pau d’arco has been used by native Americans of Brazil, northern Argentina, Paraguay and Peru for over
1000 years, with a long history of medicinal use that pre-dates the Incas.
The bark of the Pau d’arco tree is hard and durable and well-known for its resistance to insect and fungal attack.
Pau d’arco is traditionally used in South","Contraindicated in pregnancy and lactation - Pau d’arco may cause foetal damage.
May increase the risk of bleeding. Discontinue use 2 weeks prior to surgery.",,Caution with anticoagulant medication - Pau d’arco may have antiplatelet activity.,"Contraindicated in pregnancy and lactation - Pau d’arco may cause foetal damage.
May increase the risk of bleeding. Discontinue use 2 weeks prior to surgery.",~0 reference markers in DOCX text,,"pregnancy_review_required, breastfeeding_review_required, surgery_caution",,"Adult dose: Adults and children over 12 years – Take 1 tablet, twice daily, with food, or as directed by your health professional. | Key ingredients: Handroanthus impetiginosus (Pa | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,32,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0018,Herbs of Gold,Children’s Calci Care,children s calci care,,tablet,60 chewable tablets,"Tablets can be crushed and added to food.
Children 1-8 years – Chew 1 tablet daily.
Children 9-13 years – Chew 2 tablets daily.
Or take as directed by your health professional.",,"Tablets can be crushed and added to food.
Children 1-8 years – Chew 1 tablet daily.
Children 9-13 years – Chew 2 tablets daily.
Or take as directed by your health professional.","Calcium for healthy, growing bones
Vitamin D to assist calcium absorption

Calcium for healthy, growing bones
Vitamin D to assist calcium absorption","Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supplementation should only be taken under medical supervision.
Vitamin D is contraindicated in people with vitamin D hypersensitivity, systemic lupus erythematosus (SLE) and hypercalcaemia.

Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supple","Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supplementation should only be taken under medical supervision.
Vitamin D is contraindicated in people with vitamin D hypersensitivity, systemic lupus erythematosus (SLE) and hypercalcaemia.

Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supple","Contraindicated with blood thinning medications and warfarin – vitamin D supplementation reduces drug effectiveness.
Caution with tetracycline and quinolone antibiotics – calcium can reduce drug bioavailability. Take antibiotics either 2 hours before or 4-6 hours after calcium.
Caution with magnesium, iron and zinc supplements - concurrent use with calcium can reduce the absorption of these minerals. Separate dose by 2 hours.
Caution with thiazide diuretics – drug decreases urinary excretion of ",,~2 reference markers in DOCX text,"calcium_support, bone_health, vitamin_d_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, renal_impairment_caution, hypercalcaemia_caution, sarcoidosis_caution, hyperparathyroidism_caution, renal_impairment_caution","bisphosphonate, levothyroxine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Tablets can be crushed and added to food.
Children 1-8 years – Chew 1 tablet daily.
Children 9-13 years – Chew 2 tablets | Key ingredients: Calcium hydrogen phosphate dih, Colecalciferol, Menaquinone 7 (vitamin K2) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,33,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0019,Herbs of Gold,Children’s Calm Care,children s calm care,,tablet,60 chewable tablets,"Tablets can be crushed and added to food.
Children 1-3 years - Chew 1 tablet, twice daily.
Children 4-9 years - Chew 1 tablet, three times a day.
Or take as directed by your health professional. Consume within 6 months of opening.
Not suitable for use in children under the age of 12 months, except on health professional advice.",,"Tablets can be crushed and added to food.
Children 1-3 years - Chew 1 tablet, twice daily.
Children 4-9 years - Chew 1 tablet, three times a day.
Or take as directed by your health professional. Consume within 6 months of opening.
Not suitable for use in children under the age of 12 months, except on health professional advice.","Nervous system relaxant
Nervous system health
Relieves digestive discomfort",Contraindicated in people with allergies to the Compositae/ Asteraceae family (Chamomile).,,"Caution with warfarin - Chamomile may increase the effects.
Caution with quinolone and tetracycline antibiotics - magnesium may form insoluble complexes with the drugs and decrease absorption. Separate dose.
Caution with bisphosphonate medications – magnesium supplements can reduce drug absorption. Separate dose by 2 hours.",,~0 reference markers in DOCX text,"magnesium_support, muscle_cramps, sleep_support, stress_support, nervous_system_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, renal_impairment_caution","bisphosphonate, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Tablets can be crushed and added to food.
Children 1-3 years - Chew 1 tablet, twice daily.
Children 4-9 years - Chew 1 t | Key ingredients: Alpha casozepine enriched hydr, Magnesium amino acid chelate | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,35,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0020,Herbs of Gold,Children’s Fish-i Care,children s fish i care,,capsule,,"Children 2-4 years - Twist or snip off the tail from the capsule, then squeeze the fish oil straight into your child’s mouth or onto your child’s favourite food. Take 1 capsule daily.
Children 5-8 years - Chew 1 capsule daily.
Children 9-13 years - Chew 2 capsules daily.
Or take as directed by your health professional. Consume within 6 months of opening.",,"Children 2-4 years - Twist or snip off the tail from the capsule, then squeeze the fish oil straight into your child’s mouth or onto your child’s favourite food. Take 1 capsule daily.
Children 5-8 years - Chew 1 capsule daily.
Children 9-13 years - Chew 2 capsules daily.
Or take as directed by your health professional. Consume within 6 months of opening.","Healthy brain function
Cognitive & mental function","Children with bleeding disorders should only take fish oil under medical supervision.
Children with thyroid conditions should only take iodine under medical supervision.
Discontinue 1 week before surgery.",,"Caution with anticoagulant medications – fish oil may increase bleeding.
Caution with thyroid medications – iodine may have an additive effect.",,~1 reference markers in DOCX text,"general_multivitamin, heart_health, cholesterol_support, thyroid_condition_review_required","thyroid_condition_review_required, anticoagulant_review_required, antiplatelet, child_review_required, surgery_caution","anticoagulant, antiplatelet","Adult dose: Children 2-4 years - Twist or snip off the tail from the capsule, then squeeze the fish oil straight into your child’s m | Key ingredients: Concentrated fish Omega-3 trig, Potassium iodide | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,36,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0021,Herbs of Gold,Children’s Immune Care,children s immune care,,tablet,60 chewable tablets,"Children 2-4 years – Chew 1 tablet daily. Children 5-12 years – Chew 2 tablets daily. Or take as directed by your health professional. Consume within 6 months of opening.
Not to be used in children under two years of age without medical advice. Not to be used in children under 5 years for relief of mild fever.",,"Children 2-4 years – Chew 1 tablet daily. Children 5-12 years – Chew 2 tablets daily. Or take as directed by your health professional. Consume within 6 months of opening.
Not to be used in children under two years of age without medical advice. Not to be used in children under 5 years for relief of mild fever.","Immune health
With Echinacea and nutrients","Echinacea may cause allergic reactions in individuals sensitive to plants from the Asteraceae (daisy) family.
Caution in iron overload conditions, such as thalassaemia major, haemochromatosis or sideroblastic anaemia, as vitamin C can increase iron absorption.
Stop taking a week before any surgery.
In rare circumstances, Echinacea may cause worsening of asthma. Monitor.",,"Caution with immunosuppressive drugs – Children’s Immune Care may have an antagonistic effect (theoretical).
Caution with amphetamines (some ADHD medications) – vitamin C may reduce drug absorption. Separate dose by 2 hours.
Caution with anticoagulant and antiplatelet drugs – vitamin C may increase the blood thinning effects. Separate dose by 4 hours.
Caution with calcium supplements - concurrent use with zinc can reduce the absorption of both. Separate dose by 2 hours.
Caution with eltrombopag ",,~2 reference markers in DOCX text,"calcium_support, bone_health, vitamin_d_support, immune_support, skin_health, hair_nail_support, antioxidant_support, eye_health","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, renal_impairment_caution, penicillamine, hypercalcaemia_caution, sarcoidosis_caution, hyperparathyroidism_caution, surgery_caution","bisphosphonate, levothyroxine, penicillamine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Children 2-4 years – Chew 1 tablet daily. Children 5-12 years – Chew 2 tablets daily. Or take as directed by your health | Key ingredients: Ascorbic acid (vitamin C), Calcium ascorbate dihydrate, Colecalciferol | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,37,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0022,Herbs of Gold,Children’s Magnesium Care,children s magnesium care,,tablet,60 chewable tablets,"Children 4-8 years – Chew 1 tablet daily.
Children 9-12 years – Chew 1 tablet once or twice daily.
Or take as directed by your health professional. Consume within 6 months of opening.",,"Children 4-8 years – Chew 1 tablet daily.
Children 9-12 years – Chew 1 tablet once or twice daily.
Or take as directed by your health professional. Consume within 6 months of opening.","Great tasting strawberry-vanilla flavour
Chewable tablet for easy compliance

Great tasting strawberry-vanilla flavour
Chewable tablet for easy compliance","High dose magnesium is contraindicated in individuals with compromised renal function and heart block.
Dose may be too high for children under 4 years of age. Tablets can be halved and dosed appropriately for younger children.

High dose magnesium is contraindicated in individuals with compromised renal function and heart block.
Dose may be too high for children under 4 years of age. Tablets can be halved and dosed appropriately for younger children.",,"Caution with aminoglycoside antibiotics (e.g. gentamicin) - both it and magnesium affect muscle function, potentially leading to muscle weakness and side effects. Co-administration should be avoided.
Caution with quinolone and tetracycline antibiotics – magnesium forms insoluble complexes with drugs, decreasing drug absorption. Take drug 2 hours before or 6 hours after magnesium.
Caution with bisphosphonates – magnesium can form complexes with drug and reduce absorption. Separate dose by 2 hours",,~0 reference markers in DOCX text,"magnesium_support, muscle_cramps, sleep_support, stress_support, nervous_system_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, renal_impairment_caution, child_review_required, renal_impairment_caution","bisphosphonate, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Children 4-8 years – Chew 1 tablet daily.
Children 9-12 years – Chew 1 tablet once or twice daily.
Or take as directed b | Key ingredients: Magnesium amino acid chelate | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,38,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0023,Herbs of Gold,Children’s Multi Care,children s multi care,,tablet,60 chewable tablets,"Children 2-8 years – Chew 1 tablet daily.
Children 9-13 years – Chew 2 tablets daily.
Or take as directed by your health professional. Consume within 6 months of opening.",,"Children 2-8 years – Chew 1 tablet daily.
Children 9-13 years – Chew 2 tablets daily.
Or take as directed by your health professional. Consume within 6 months of opening.","Great tasting strawberry-vanilla flavour
Chewable tablet for easy compliance
With 21 vitamins & minerals

Great tasting strawberry-vanilla flavour
Chewable tablet for easy compliance
With 21 vitamins & minerals",,,,,~0 reference markers in DOCX text,,,,"Adult dose: Children 2-8 years – Chew 1 tablet daily.
Children 9-13 years – Chew 2 tablets daily.
Or take as directed by your health",herbsofgold_technical_manual.pdf,40,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0024,Herbs of Gold,Children’s Probiotic 15 Billion,children s probiotic 15 billion,,unknown,,"Children 1-12 years – Mix 1g (one level scoop) in water or juice, once daily, or take as directed by your health professional.
Scoop included. Consume within 6 months of opening.",,"Children 1-12 years – Mix 1g (one level scoop) in water or juice, once daily, or take as directed by your health professional.
Scoop included. Consume within 6 months of opening.","Supports beneficial intestinal flora
Maintains digestive system health

Supports beneficial intestinal flora
Maintains digestive system health",,,,,~16 reference markers in DOCX text,"probiotic_support, gut_health, immune_support","immunosuppressed_review_required, central_line_caution",,"Adult dose: Children 1-12 years – Mix 1g (one level scoop) in water or juice, once daily, or take as directed by your health profess | Key ingredients: Lactobacillus rhamnosus GG, Lactobacillus acidophilus La-1, Lactobacillus gasseri Lg-36",herbsofgold_technical_manual.pdf,42,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0025,Herbs of Gold,Chromium MAX,chromium max,,capsule,60 / 120 capsules,"Take 1 capsule daily, with food, or as directed by your health professional.",,"Adults – Take 1 capsule daily, with food, or as directed by your health professional.",,None noted at the recommended dose.,,"Caution with hypoglycaemic medication - chromium may have an additive effect. Monitor blood sugar levels.
Caution with thyroxine – chromium can reduce drug absorption. Seperate dose by at least 3 hours.
Food sources rich in chromium include organ meats, cheese, broccoli,
green beans, spices and wine.
The absorption of chromium from the intestinal tract is low and can be enhanced by the intake of nutrients such as vitamin C and niacin. Chromium is stored in the liver, spleen, soft tissue and bone",,~2 reference markers in DOCX text,"general_multivitamin, blood_sugar_support (review)",antidiabetic,antidiabetic,"Adult dose: Take 1 capsule daily, with food, or as directed by your health professional. | Key ingredients: Chromic chloride hexahydrate, Chromium picolinate | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,44,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0026,Herbs of Gold,Clear Skin,clear skin,,tablet,60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults – Take 1 tablet, twice daily, with food, or as directed by your health professional.","Supports skin health
Traditionally relieves acne

Supports skin health
Traditionally relieves acne","Contraindicated in people with allergies to the Asteraceae family (Burdock and Echinacea).
Contraindicated in pregnancy and breastfeeding.

Contraindicated in people with allergies to the Asteraceae family (Burdock and Echinacea).
Contraindicated in pregnancy and breastfeeding.",,"Contraindicated with antineoplastic drugs (etoposide) – Echinacea may increase risk of drug toxicity.
Contraindicated with retinoids (vitamin A derivatives) e.g. Accutane – vitamin A supplementation may have additive toxic effects.
Caution with Digoxin – long term use of Yellow dock may result in potassium loss, which increases risk of drug toxicity (usually at higher doses).
Caution with immunosuppressive drugs - Echinacea has immunostimulatory effects.
Caution with cyclophosphamide – Echinacea","Contraindicated in people with allergies to the Asteraceae family (Burdock and Echinacea).
Contraindicated in pregnancy and breastfeeding.

Contraindicated in people with allergies to the Asteraceae family (Burdock and Echinacea).
Contraindicated in pregnancy and breastfeeding.",~2 reference markers in DOCX text,,"pregnancy_review_required, breastfeeding_review_required",,"Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,45,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0027,Herbs of Gold,Cold & Flu Strike,cold flu strike,,tablet,30 / 60 tablets,"Adults and children over 12 years – Take 1 tablet, once or twice daily, with food, or as directed by your health professional. Not to be used in children under two years of age without medical advice.
Not to be used in children under 5 years for relief of mild fever.",,"Adults and children over 12 years – Take 1 tablet, once or twice daily, with food, or as directed by your health professional. Not to be used in children under two years of age without medical advice.
Not to be used in children under 5 years for relief of mild fever.","Andrographis 6g
Contains 60mg andrographolides

Andrographis 6g
Contains 60mg andrographolides","Contraindicated during pregnancy and breastfeeding.
Contraindicated in states of hyperacidity, especially duodenal ulcers (Andrographis).
Caution in individuals with autoimmune conditions.
Caution in individuals with bleeding disorders. Andrographis may inhibit platelet aggregation and increase the risk of bleeding.
Caution in people with conditions of iron overload, such as hemochromatosis, as vitamin C increases iron absorption.
Discontinue use one week before surgery.
Separate from mineral su",,"Caution with immunosuppression agents (e.g. cyclosporine) –
Cold & Flu Strike may interfere with immunosuppression agents due to its immunostimulant activity.
Caution with anticoagulant and antiplatelet drugs - additive effects are theoretically possible as Andrographis has been shown to inhibit platelet aggregation in animals. Observe for increased bruising or bleeding.
Caution with NSAIDs, penicillamine, cefalexin and tetracycline and quinolone antibiotics - zinc forms complexes with these dru","Contraindicated during pregnancy and breastfeeding.
Contraindicated in states of hyperacidity, especially duodenal ulcers (Andrographis).
Caution in individuals with autoimmune conditions.
Caution in individuals with bleeding disorders. Andrographis may inhibit platelet aggregation and increase the risk of bleeding.
Caution in people with conditions of iron overload, such as hemochromatosis, as vitamin C increases iron absorption.
Discontinue use one week before surgery.
Separate from mineral supplementation or coffee by 2 hours - coffee reduces zinc absorption and minerals may interfere
with zinc absorption.
Andrographis in high doses long term may cause temporary loss of taste.

Contraindicated during pregnancy and breastfeeding.
Contraindicated in states of hyperacidity, especially duodenal ulcers (Andrographis).
Caution in individuals with autoimmune conditions.
Caution in individuals with bleeding disorders. Andrographis may inhibit platelet aggregation and increase the risk of bleeding.
Caution in people with conditions of iron overload, such as hemochromatosis, as vitamin C increases iron absorption.
Discontinue use one week before surgery.
Separate from mineral supplementation or coffee by 2 hours - coffee reduces zinc absorption and minerals may interfere
with zinc absorption.
Andrographis in high doses long term may cause temporary loss of taste.",~6 reference markers in DOCX text,"immune_support, skin_health, hair_nail_support, antioxidant_support","tetracycline_antibiotic, quinolone_antibiotic, penicillamine, pregnancy_review_required, breastfeeding_review_required, surgery_caution","penicillamine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Adults and children over 12 years – Take 1 tablet, once or twice daily, with food, or as directed by your health profess | Key ingredients: Ascorbic acid (vitamin C), Zinc amino acid chelate | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,47,"Technical Information, Directions, Cautions",High,Unreviewed,
